a31,a2,a7a,a7b,a8a,a58,a18,isurban,index,Q1,Q2,Q3,Q4
男,1953,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,911,1,1,1,5
女,1963,小学,辍学和中途退学,12500,农业户口,目前务农，曾经有过非农工作,乡,912,2,2,2,5
男,1961,小学,毕业,30000,农业户口,目前从事非农工作,乡,913,2,1,1,4
男,1958,普通高中,毕业,20000,农业户口,目前从事非农工作,城,914,1,2,2,4
女,1967,大学专科（成人高等教育）,毕业,40000,居民户口（以前是非农业户口）,目前从事非农工作,城,915,2,2,2,4
女,1956,普通高中,毕业,20000,非农业户口,从未工作过,城,916,1,2,2,5
女,1947,大学本科（正规高等教育）,毕业,60000,非农业户口,目前没有工作，曾经有过非农工作,城,917,2,3,2,5
男,1969,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,918,1,2,2,4
女,1962,中专,毕业,24000,非农业户口,目前从事非农工作,城,919,2,2,2,4
男,1970,小学,毕业,拒绝回答,农业户口,目前没有工作，曾经有过非农工作,城,920,1,2,1,4
女,1951,初中,毕业,不适用,农业户口,目前没有工作，而且只务过农,乡,921,1,2,2,3
女,1985,大学专科（正规高等教育）,毕业,24000,非农业户口,目前从事非农工作,城,922,2,3,2,5
男,1994,普通高中,毕业,40000,非农业户口,目前从事非农工作,城,923,1,3,2,4
男,1967,小学,辍学和中途退学,0,农业户口,目前没有工作，曾经有过非农工作,城,924,2,1,1,5
女,1949,小学,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,925,2,1,1,5
女,1976,初中,毕业,2000,农业户口,目前务农，没有过非农工作,乡,926,1,1,1,5
男,1943,初中,辍学和中途退学,840,农业户口,目前没有工作，而且只务过农,乡,927,1,1,1,5
女,1977,小学,辍学和中途退学,10000,农业户口,目前务农，曾经有过非农工作,乡,928,1,1,1,4
女,1953,小学,毕业,0,农业户口,目前没有工作，而且只务过农,乡,929,2,2,2,5
男,1980,初中,毕业,70000,农业户口,目前从事非农工作,乡,930,2,2,2,5
女,1966,小学,辍学和中途退学,12000,农业户口,目前务农，没有过非农工作,乡,931,1,1,2,4
男,1968,初中,毕业,5000,农业户口,目前从事非农工作,乡,932,1,2,2,4
女,1966,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,933,1,1,1,5
女,1947,大学专科（成人高等教育）,毕业,60000,非农业户口,目前没有工作，曾经有过非农工作,城,934,2,3,2,4
女,1949,初中,毕业,20000,居民户口（以前是非农业户口）,目前从事非农工作,乡,935,1,2,2,5
女,1946,初中,毕业,2000,非农业户口,从未工作过,乡,936,1,2,2,5
女,1990,普通高中,毕业,30000,非农业户口,目前从事非农工作,城,937,2,3,1,4
女,1970,小学,毕业,11500,农业户口,目前务农，没有过非农工作,乡,938,1,2,2,4
男,1954,技校,毕业,30000,非农业户口,目前没有工作，曾经有过非农工作,城,939,2,2,1,5
女,1977,小学,毕业,15000,农业户口,目前务农，没有过非农工作,乡,940,1,2,2,5
女,1958,小学,辍学和中途退学,0,农业户口,目前务农，没有过非农工作,乡,941,1,2,2,4
女,1969,初中,毕业,24000,非农业户口,目前从事非农工作,城,942,1,2,2,5
男,1946,小学,毕业,30000,农业户口,目前务农，没有过非农工作,乡,943,1,2,2,5
女,1969,初中,毕业,0,农业户口,从未工作过,乡,944,1,1,1,5
男,1957,普通高中,毕业,55000,农业户口,目前务农，曾经有过非农工作,乡,945,1,2,2,5
女,1986,大学本科（正规高等教育）,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,946,1,2,1,4
女,1962,小学,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,乡,947,1,1,1,5
男,1944,小学,毕业,4800,农业户口,目前没有工作，而且只务过农,乡,948,2,2,2,4
男,1952,没有受过任何教育,nan,400,农业户口,目前没有工作，而且只务过农,乡,949,1,2,2,5
女,1957,没有受过任何教育,nan,4000,农业户口,目前务农，没有过非农工作,乡,950,1,1,1,5
男,1970,初中,毕业,30000,农业户口,目前务农，没有过非农工作,乡,951,1,1,1,5
女,1962,普通高中,毕业,30000,农业户口,目前从事非农工作,城,952,2,3,2,5
男,1950,初中,辍学和中途退学,5000,农业户口,目前没有工作，曾经有过非农工作,乡,953,1,2,2,4
女,1958,没有受过任何教育,nan,7000,农业户口,目前务农，没有过非农工作,乡,954,1,2,2,5
女,1950,小学,毕业,0,农业户口,从未工作过,乡,955,1,1,1,5
女,1989,初中,毕业,50400,农业户口,目前没有工作，曾经有过非农工作,城,956,1,3,2,5
男,1956,初中,毕业,20000,农业户口,目前没有工作，曾经有过非农工作,城,957,1,2,1,4
男,1963,初中,毕业,45000,农业户口,目前从事非农工作,城,958,2,3,2,5
女,1976,小学,毕业,20000,农业户口,目前没有工作，曾经有过非农工作,城,959,1,1,1,5
女,1956,小学,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,乡,960,1,2,2,5
男,1981,初中,毕业,拒绝回答,农业户口,目前从事非农工作,乡,961,1,1,1,5
女,1963,小学,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,城,962,1,2,2,5
女,1958,小学,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,乡,963,1,1,1,5
男,1957,普通高中,毕业,80000,农业户口,目前务农，没有过非农工作,乡,964,1,2,2,4
女,1962,小学,辍学和中途退学,5000,农业户口,目前没有工作，而且只务过农,乡,965,1,1,1,5
女,1981,大学专科（正规高等教育）,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,966,2,2,2,4
女,1961,初中,辍学和中途退学,5400,非农业户口,目前没有工作，曾经有过非农工作,城,967,1,1,1,5
男,1954,小学,辍学和中途退学,17500,农业户口,目前务农，曾经有过非农工作,城,968,1,2,2,4
男,1957,初中,毕业,8400,非农业户口,目前从事非农工作,城,969,2,2,1,5
女,1973,没有受过任何教育,nan,0,农业户口,目前从事非农工作,乡,970,1,2,2,5
男,1971,小学,辍学和中途退学,35000,农业户口,目前务农，没有过非农工作,乡,971,1,2,2,4
女,1967,初中,毕业,20000,非农业户口,目前务农，曾经有过非农工作,乡,972,1,2,2,4
女,1960,小学,辍学和中途退学,0,农业户口,目前务农，没有过非农工作,乡,973,1,1,1,4
男,1973,普通高中,辍学和中途退学,25000,非农业户口,目前从事非农工作,城,974,1,2,2,4
女,1983,初中,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,975,1,2,1,4
男,1957,普通高中,毕业,5500,农业户口,目前没有工作，曾经有过非农工作,乡,976,1,1,1,5
女,1971,中专,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,977,1,1,1,3
女,1944,没有受过任何教育,nan,0,农业户口,目前没有工作，曾经有过非农工作,乡,978,1,1,1,5
男,1944,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,979,2,2,2,3
女,1972,大学专科（正规高等教育）,毕业,30000,非农业户口,目前从事非农工作,城,980,1,2,2,4
男,1990,大学本科（正规高等教育）,毕业,36000,非农业户口,目前从事非农工作,城,981,1,2,1,4
男,1984,初中,毕业,36000,非农业户口,目前从事非农工作,城,982,2,3,2,4
女,1981,初中,毕业,0,非农业户口,从未工作过,城,983,1,1,1,5
男,1970,中专,毕业,20000,居民户口（以前是农业户口）,目前从事非农工作,城,984,2,2,2,4
女,1959,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,985,1,1,1,5
女,1951,没有受过任何教育,nan,不适用,农业户口,目前没有工作，而且只务过农,城,986,2,2,2,5
女,1986,大学专科（正规高等教育）,毕业,20000,非农业户口,目前从事非农工作,城,987,2,2,2,4
男,1953,小学,毕业,20000,农业户口,目前务农，曾经有过非农工作,乡,988,1,2,2,5
男,1967,初中,肄业,15300,非农业户口,目前没有工作，曾经有过非农工作,城,989,1,2,1,4
男,1954,小学,辍学和中途退学,2400,农业户口,目前没有工作，曾经有过非农工作,乡,990,1,2,2,5
男,1974,初中,毕业,45000,非农业户口,目前从事非农工作,乡,991,1,2,2,4
女,1939,小学,毕业,15600,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,992,2,2,2,5
男,1951,初中,辍学和中途退学,0,农业户口,目前没有工作，曾经有过非农工作,乡,993,1,2,1,3
男,1964,小学,辍学和中途退学,5000,农业户口,目前务农，曾经有过非农工作,乡,994,1,1,1,4
男,1966,初中,毕业,2000,农业户口,目前务农，没有过非农工作,乡,995,1,2,2,4
女,1963,没有受过任何教育,nan,600,农业户口,目前没有工作，而且只务过农,乡,996,1,1,1,5
男,1963,小学,毕业,25000,农业户口,目前从事非农工作,城,997,1,2,1,4
女,1971,小学,毕业,3000,农业户口,目前务农，曾经有过非农工作,乡,998,1,2,2,4
男,1951,小学,毕业,30000,农业户口,目前务农，没有过非农工作,乡,999,2,1,1,5
女,1954,初中,毕业,36000,非农业户口,目前没有工作，曾经有过非农工作,城,1000,1,2,1,5
女,1990,大学本科（正规高等教育）,毕业,40000,非农业户口,目前从事非农工作,城,1001,2,2,1,5
女,1986,小学,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,乡,1002,1,2,2,4
男,1974,小学,辍学和中途退学,24000,农业户口,目前从事非农工作,城,1003,1,2,1,4
男,1959,初中,毕业,24000,农业户口,目前从事非农工作,乡,1004,1,1,1,4
女,1990,大学本科（正规高等教育）,毕业,36000,非农业户口,目前从事非农工作,城,1005,2,3,2,5
男,1988,大学本科（成人高等教育）,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,1006,1,3,2,4
男,1995,大学本科（正规高等教育）,正在读,不适用,非农业户口,从未工作过,乡,1007,2,3,2,5
男,1992,初中,毕业,0,没有户口,目前没有工作，曾经有过非农工作,乡,1008,1,1,1,5
男,1976,大学专科（正规高等教育）,毕业,30000,非农业户口,目前从事非农工作,城,1009,2,1,2,5
女,1955,小学,辍学和中途退学,3000,农业户口,目前没有工作，而且只务过农,乡,1010,1,2,1,4
女,1942,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,乡,1011,1,1,1,5
女,1990,大学本科（成人高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,1012,2,3,2,4
女,1968,大学专科（成人高等教育）,毕业,20000,非农业户口,目前从事非农工作,城,1013,1,2,2,5
男,1973,初中,毕业,30000,农业户口,目前从事非农工作,乡,1014,1,3,2,5
男,1951,小学,肄业,12000,农业户口,目前务农，没有过非农工作,乡,1015,1,2,2,5
女,1960,初中,毕业,14400,非农业户口,目前从事非农工作,城,1016,1,2,2,5
女,1961,普通高中,毕业,15000,农业户口,目前从事非农工作,城,1017,1,2,2,5
男,1954,大学本科（成人高等教育）,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,1018,2,3,2,4
男,1964,小学,毕业,21600,农业户口,目前从事非农工作,乡,1019,1,2,2,4
男,1955,初中,辍学和中途退学,10000,农业户口,目前没有工作，曾经有过非农工作,乡,1020,1,2,1,4
女,1981,初中,毕业,40000,农业户口,目前从事非农工作,城,1021,2,3,2,4
女,1955,初中,毕业,20400,非农业户口,目前没有工作，曾经有过非农工作,城,1022,1,1,1,4
女,1987,初中,毕业,20000,非农业户口,目前从事非农工作,城,1023,1,3,2,4
男,1969,初中,毕业,7500,农业户口,目前务农，曾经有过非农工作,乡,1024,1,2,2,5
女,1990,普通高中,毕业,0,农业户口,目前从事非农工作,城,1025,1,3,2,5
男,1972,初中,毕业,40000,农业户口,目前从事非农工作,乡,1026,2,2,2,4
女,1972,初中,辍学和中途退学,5500,农业户口,目前务农，曾经有过非农工作,城,1027,2,1,1,4
男,1961,初中,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,1028,1,2,2,4
女,1958,普通高中,毕业,10000,农业户口,目前从事非农工作,城,1029,1,2,1,3
男,1957,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,1030,1,2,2,4
女,1970,小学,辍学和中途退学,15000,农业户口,目前从事非农工作,乡,1031,1,1,1,4
女,1953,没有受过任何教育,nan,0,居民户口（以前是农业户口）,目前务农，没有过非农工作,城,1032,1,2,2,4
男,1982,初中,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,乡,1033,2,2,2,4
女,1975,小学,毕业,0,农业户口,从未工作过,乡,1034,1,2,2,4
女,1975,小学,毕业,5500,农业户口,目前没有工作，曾经有过非农工作,城,1035,1,1,1,5
男,1956,普通高中,毕业,2000,农业户口,目前务农，没有过非农工作,乡,1036,1,2,2,5
女,1986,初中,辍学和中途退学,50000,农业户口,目前从事非农工作,城,1037,2,3,1,5
男,1931,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,城,1038,2,3,2,5
女,1982,初中,肄业,10000,农业户口,目前从事非农工作,乡,1039,1,2,2,4
男,1961,初中,毕业,56000,农业户口,目前务农，没有过非农工作,城,1040,2,2,1,4
女,1972,小学,辍学和中途退学,30000,农业户口,目前务农，没有过非农工作,乡,1041,1,2,2,5
男,1973,大学本科（成人高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,1042,2,3,2,4
女,1949,初中,毕业,24000,非农业户口,目前没有工作，曾经有过非农工作,城,1043,1,2,2,5
男,1965,大学专科（成人高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,1044,2,3,2,5
女,1975,初中,毕业,10000,农业户口,目前从事非农工作,乡,1045,1,2,2,5
男,1984,初中,毕业,20000,农业户口,目前从事非农工作,乡,1046,1,2,2,4
女,1958,小学,辍学和中途退学,0,农业户口,目前务农，没有过非农工作,乡,1047,1,1,1,5
男,1953,小学,毕业,3000,农业户口,目前没有工作，而且只务过农,乡,1048,1,2,2,5
男,1969,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,1049,1,1,1,5
男,1976,初中,辍学和中途退学,25000,农业户口,目前从事非农工作,城,1050,2,3,2,4
女,1959,初中,毕业,26040,非农业户口,目前没有工作，曾经有过非农工作,城,1051,1,2,1,4
男,1967,小学,毕业,30000,农业户口,目前务农，没有过非农工作,乡,1052,1,2,2,5
男,1956,小学,毕业,10000,农业户口,目前务农，没有过非农工作,乡,1053,2,1,1,4
女,1944,小学,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，而且只务过农,城,1054,1,2,2,4
男,1947,小学,毕业,2500,农业户口,目前没有工作，而且只务过农,乡,1055,1,2,2,4
男,1959,普通高中,辍学和中途退学,40000,农业户口,目前务农，没有过非农工作,乡,1056,2,2,2,4
男,1961,没有受过任何教育,nan,18000,农业户口,目前从事非农工作,城,1057,2,2,2,4
男,1956,普通高中,毕业,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,乡,1058,1,2,1,5
女,1957,没有受过任何教育,nan,4000,非农业户口,目前没有工作，曾经有过非农工作,城,1059,1,2,1,5
女,1974,初中,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,城,1060,1,2,1,5
男,1960,初中,辍学和中途退学,70000,非农业户口,目前从事非农工作,城,1061,2,3,2,4
女,1984,初中,辍学和中途退学,0,农业户口,目前没有工作，曾经有过非农工作,乡,1062,1,1,1,5
女,1994,中专,毕业,30000,非农业户口,目前从事非农工作,城,1063,2,3,2,5
男,1978,初中,毕业,100000,农业户口,目前从事非农工作,乡,1064,1,2,1,4
女,1972,大学专科（正规高等教育）,毕业,36000,非农业户口,目前从事非农工作,城,1065,1,2,2,4
男,1987,小学,毕业,0,非农业户口,目前从事非农工作,城,1066,1,2,2,4
男,1952,没有受过任何教育,nan,7500,农业户口,目前没有工作，而且只务过农,乡,1067,1,2,1,5
男,1952,初中,毕业,34000,居民户口（以前是农业户口）,目前从事非农工作,乡,1068,2,2,2,4
男,1962,私塾、扫盲班,nan,20000,农业户口,目前没有工作，而且只务过农,乡,1069,1,2,1,5
男,1982,大学本科（正规高等教育）,毕业,80000,非农业户口,目前从事非农工作,城,1070,2,3,2,4
女,1979,初中,辍学和中途退学,21000,农业户口,目前务农，没有过非农工作,乡,1071,1,2,2,4
男,1997,初中,毕业,15000,农业户口,目前务农，没有过非农工作,乡,1072,2,2,2,4
女,1965,中专,毕业,8000,非农业户口,目前从事非农工作,城,1073,1,2,2,5
女,1940,普通高中,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,1074,2,2,1,4
女,1979,初中,毕业,15000,非农业户口,目前从事非农工作,城,1075,2,3,2,5
女,1956,初中,毕业,23000,非农业户口,目前没有工作，曾经有过非农工作,乡,1076,2,2,2,4
女,1981,初中,毕业,20000,农业户口,目前没有工作，曾经有过非农工作,乡,1077,1,2,2,5
女,1972,普通高中,毕业,4000,农业户口,目前从事非农工作,乡,1078,1,1,1,5
男,1948,小学,辍学和中途退学,5000,农业户口,目前务农，没有过非农工作,乡,1079,1,2,2,4
女,1949,没有受过任何教育,nan,600,农业户口,目前没有工作，而且只务过农,乡,1080,1,1,1,3
女,1957,普通高中,毕业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1081,1,2,2,5
女,1943,小学,毕业,31500,非农业户口,目前没有工作，曾经有过非农工作,城,1082,1,2,1,4
女,1968,小学,辍学和中途退学,12000,农业户口,目前没有工作，曾经有过非农工作,乡,1083,1,2,2,5
女,1968,初中,毕业,0,非农业户口,从未工作过,城,1084,1,1,1,5
男,1936,小学,辍学和中途退学,25000,非农业户口,目前没有工作，曾经有过非农工作,城,1085,2,2,2,4
女,1982,中专,毕业,10000,非农业户口,目前从事非农工作,城,1086,2,2,2,5
女,1970,初中,毕业,10800,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1087,2,2,2,4
男,1972,初中,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,1088,1,2,2,5
女,1986,普通高中,毕业,20000,非农业户口,目前从事非农工作,城,1089,2,2,1,4
女,1954,没有受过任何教育,nan,2500,农业户口,目前没有工作，而且只务过农,乡,1090,1,2,1,4
男,1935,大学专科（正规高等教育）,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,1091,1,2,1,5
男,1957,初中,毕业,拒绝回答,农业户口,目前没有工作，而且只务过农,乡,1092,1,2,2,4
男,1972,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,乡,1093,1,2,2,4
女,1973,初中,毕业,10000,农业户口,目前务农，没有过非农工作,城,1094,1,2,2,4
女,1950,普通高中,毕业,30000,非农业户口,目前从事非农工作,城,1095,1,2,2,5
女,1983,初中,毕业,10000,农业户口,目前从事非农工作,乡,1096,1,2,1,5
男,1963,初中,毕业,20000,农业户口,目前务农，曾经有过非农工作,城,1097,1,1,1,5
女,1976,初中,毕业,0,农业户口,目前务农，曾经有过非农工作,乡,1098,2,2,2,4
女,1978,大学本科（正规高等教育）,毕业,130000,居民户口（以前是非农业户口）,目前从事非农工作,城,1099,2,3,2,5
女,1935,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,1100,1,2,2,4
女,1945,小学,辍学和中途退学,4000,农业户口,目前务农，没有过非农工作,乡,1101,1,1,1,5
男,1992,初中,辍学和中途退学,10000,农业户口,目前务农，曾经有过非农工作,乡,1102,1,2,2,4
女,1964,初中,毕业,0,农业户口,从未工作过,乡,1103,1,2,2,5
女,1972,中专,毕业,25000,非农业户口,目前从事非农工作,城,1104,2,3,1,5
女,1965,小学,毕业,8000,农业户口,目前务农，没有过非农工作,乡,1105,1,2,1,5
男,1970,小学,毕业,2750,农业户口,目前务农，曾经有过非农工作,城,1106,1,1,1,4
男,1956,初中,毕业,30000,非农业户口,目前没有工作，曾经有过非农工作,城,1107,1,2,2,4
女,1981,普通高中,毕业,24000,非农业户口,目前从事非农工作,城,1108,2,2,2,5
男,1972,初中,毕业,15000,农业户口,目前从事非农工作,城,1109,1,2,2,4
女,1960,小学,毕业,30000,非农业户口,目前从事非农工作,乡,1110,2,2,2,4
男,1960,初中,毕业,2000,农业户口,目前务农，没有过非农工作,乡,1111,1,1,1,5
女,1976,大学专科（正规高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,1112,2,2,1,4
男,1968,小学,辍学和中途退学,15000,农业户口,目前务农，没有过非农工作,城,1113,1,2,2,4
男,1952,小学,毕业,5000,农业户口,目前没有工作，而且只务过农,城,1114,1,2,2,4
男,1979,大学专科（正规高等教育）,毕业,48000,非农业户口,目前从事非农工作,城,1115,1,2,1,5
男,1960,初中,毕业,3000,农业户口,目前没有工作，而且只务过农,乡,1116,1,1,1,5
女,1986,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,乡,1117,1,2,1,5
女,1962,普通高中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1118,1,1,1,4
女,1996,大学本科（正规高等教育）,正在读,不适用,非农业户口,从未工作过,城,1119,1,2,2,5
男,1998,大学本科（正规高等教育）,正在读,0,非农业户口,从未工作过,城,1120,2,2,2,3
男,1969,小学,毕业,4000,农业户口,目前没有工作，而且只务过农,乡,1121,1,2,2,4
男,1961,职业高中,毕业,30000,农业户口,目前从事非农工作,乡,1122,1,2,1,5
男,1948,小学,辍学和中途退学,2500,农业户口,目前从事非农工作,城,1123,1,2,2,4
男,1958,初中,毕业,35000,农业户口,目前没有工作，而且只务过农,城,1124,2,2,1,5
男,1972,初中,辍学和中途退学,10000,农业户口,目前没有工作，而且只务过农,乡,1125,1,2,2,5
女,1948,中专,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1126,2,2,2,4
男,1990,大学本科（正规高等教育）,毕业,60000,农业户口,目前从事非农工作,城,1127,2,3,2,5
女,1963,初中,毕业,0,农业户口,目前没有工作，而且只务过农,乡,1128,1,2,2,4
女,1970,初中,辍学和中途退学,10000,农业户口,目前没有工作，而且只务过农,城,1129,2,2,2,4
男,1999,普通高中,正在读,2500,非农业户口,从未工作过,城,1130,2,3,1,5
男,1997,中专,毕业,70000,农业户口,目前从事非农工作,城,1131,2,3,1,5
男,1992,大学本科（正规高等教育）,毕业,83400,非农业户口,目前从事非农工作,城,1132,1,2,1,4
女,1939,小学,毕业,28800,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1133,2,2,2,4
女,1967,初中,辍学和中途退学,4180,农业户口,目前没有工作，而且只务过农,乡,1134,1,1,1,5
男,1980,小学,辍学和中途退学,40000,农业户口,目前务农，没有过非农工作,乡,1135,2,3,1,5
女,1961,初中,毕业,12000,非农业户口,目前没有工作，曾经有过非农工作,城,1136,1,2,2,5
男,1985,初中,毕业,20000,农业户口,目前从事非农工作,城,1137,1,1,1,5
女,1981,初中,毕业,5000,农业户口,目前务农，没有过非农工作,城,1138,1,1,2,4
男,1945,初中,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,乡,1139,1,2,2,4
女,1962,普通高中,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,1140,1,2,1,5
女,1956,小学,辍学和中途退学,4000,农业户口,目前务农，没有过非农工作,乡,1141,1,2,2,5
女,1960,普通高中,毕业,40000,非农业户口,目前没有工作，曾经有过非农工作,城,1142,1,2,2,4
男,1969,初中,辍学和中途退学,80000,农业户口,目前务农，没有过非农工作,乡,1143,2,2,2,4
男,1952,小学,辍学和中途退学,750,农业户口,目前没有工作，而且只务过农,乡,1144,1,2,2,5
男,1981,大学本科（成人高等教育）,毕业,36000,居民户口（以前是非农业户口）,目前从事非农工作,城,1145,2,2,2,4
男,1971,初中,辍学和中途退学,9000,农业户口,目前务农，没有过非农工作,乡,1146,5,5,5,4
男,1977,大学本科（成人高等教育）,毕业,40000,非农业户口,目前从事非农工作,城,1147,1,2,2,4
男,1988,初中,毕业,40000,农业户口,目前从事非农工作,城,1148,1,1,1,4
男,1954,初中,毕业,20000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1149,2,2,2,4
男,1970,普通高中,毕业,6000,农业户口,目前务农，没有过非农工作,乡,1150,1,2,1,5
女,1927,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,1151,1,2,2,8
女,1976,初中,毕业,40000,农业户口,目前从事非农工作,乡,1152,2,2,2,4
男,1972,普通高中,毕业,60000,非农业户口,目前从事非农工作,城,1153,2,2,2,5
男,1951,初中,辍学和中途退学,1400,农业户口,目前务农，曾经有过非农工作,乡,1154,1,2,1,4
女,1970,初中,毕业,不适用,农业户口,目前没有工作，而且只务过农,城,1155,1,2,1,5
女,1966,大学专科（成人高等教育）,毕业,60000,非农业户口,目前从事非农工作,城,1156,2,3,2,4
女,1986,大学专科（正规高等教育）,毕业,10000,非农业户口,目前从事非农工作,城,1157,1,2,2,5
男,1941,普通高中,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,乡,1158,1,2,2,4
男,1954,大学专科（成人高等教育）,毕业,60000,非农业户口,目前没有工作，曾经有过非农工作,城,1159,1,2,1,5
男,1994,没有受过任何教育,nan,840,农业户口,目前没有工作，而且只务过农,乡,1160,1,2,1,5
女,1962,初中,毕业,11000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1161,1,2,1,5
男,1956,小学,辍学和中途退学,3000,农业户口,目前没有工作，而且只务过农,乡,1162,1,2,2,5
男,1980,初中,毕业,60000,农业户口,目前从事非农工作,城,1163,1,2,2,4
女,1990,初中,毕业,20000,农业户口,目前务农，没有过非农工作,乡,1164,1,2,2,5
女,1987,小学,辍学和中途退学,10000,农业户口,目前务农，曾经有过非农工作,乡,1165,2,1,2,4
女,1943,初中,辍学和中途退学,54000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,乡,1166,1,1,1,5
男,1970,大学本科（成人高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,1167,1,2,2,5
男,1957,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,1168,1,1,1,5
男,1970,大学本科（正规高等教育）,毕业,45000,非农业户口,目前从事非农工作,城,1169,2,2,2,5
男,1955,小学,辍学和中途退学,14000,农业户口,目前没有工作，曾经有过非农工作,城,1170,1,1,1,4
男,1986,没有受过任何教育,nan,0,非农业户口,目前没有工作，曾经有过非农工作,城,1171,2,2,2,4
男,1967,大学专科（成人高等教育）,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,乡,1172,1,2,1,4
男,1955,普通高中,毕业,15000,非农业户口,目前从事非农工作,城,1173,1,2,2,4
男,1988,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,1174,2,1,1,5
男,1981,初中,毕业,20000,农业户口,目前务农，没有过非农工作,乡,1175,1,2,2,5
男,1963,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,乡,1176,2,2,2,4
男,1945,没有受过任何教育,nan,40000,农业户口,目前没有工作，而且只务过农,乡,1177,2,3,2,5
女,1947,初中,毕业,24000,非农业户口,目前没有工作，曾经有过非农工作,城,1178,2,2,1,5
男,1944,普通高中,毕业,27600,非农业户口,目前没有工作，曾经有过非农工作,城,1179,1,2,1,4
女,1961,普通高中,毕业,10000,农业户口,目前从事非农工作,乡,1180,1,2,2,5
女,1978,小学,辍学和中途退学,20000,农业户口,目前没有工作，曾经有过非农工作,城,1181,1,1,1,4
女,1959,没有受过任何教育,nan,80000,农业户口,目前务农，没有过非农工作,乡,1182,1,2,2,5
女,1972,小学,辍学和中途退学,4000,农业户口,目前务农，没有过非农工作,乡,1183,1,2,2,4
男,1950,小学,毕业,3140,农业户口,目前没有工作，而且只务过农,乡,1184,1,1,1,5
男,1987,普通高中,毕业,拒绝回答,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1185,2,3,2,5
女,1966,初中,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,1186,1,1,1,4
男,1960,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,1187,1,2,2,4
女,1960,初中,辍学和中途退学,15000,非农业户口,目前没有工作，曾经有过非农工作,城,1188,1,2,1,4
