a31,a2,a7a,a7b,a8a,a58,a18,isurban,index,Q1,Q2,Q3,Q4
男,1969,小学,辍学和中途退学,26400,非农业户口,目前从事非农工作,城,,1,1,1,5
女,1987,大学专科（正规高等教育）,毕业,40000,非农业户口,目前从事非农工作,城,,2,2,2,4
男,1991,大学专科（成人高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,2,1,3
女,1951,初中,毕业,24000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,2,4
女,1954,职业高中,毕业,3600,非农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,5
男,1953,小学,辍学和中途退学,10000,农业户口,目前从事非农工作,城,,1,1,1,3
男,1968,初中,肄业,50000,非农业户口,目前从事非农工作,城,,1,2,1,5
女,1948,小学,毕业,1320,农业户口,目前没有工作，而且只务过农,城,,1,1,1,5
男,1970,大学专科（成人高等教育）,毕业,100000,居民户口（以前是农业户口）,目前从事非农工作,城,,2,3,1,5
女,1970,小学,毕业,10000,农业户口,目前从事非农工作,城,,1,2,1,5
女,1988,大学专科（正规高等教育）,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
男,1934,初中,毕业,36000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
女,1965,小学,毕业,50000,农业户口,从未工作过,城,,1,1,1,5
男,1980,研究生及以上,毕业,84000,非农业户口,目前从事非农工作,城,,1,2,1,4
男,1966,初中,毕业,50000,农业户口,目前务农，曾经有过非农工作,城,,1,2,1,4
女,1948,没有受过任何教育,nan,不适用,农业户口,目前没有工作，而且只务过农,城,,1,2,1,4
男,1986,初中,辍学和中途退学,50000,农业户口,目前从事非农工作,城,,1,2,1,5
男,1992,研究生及以上,正在读,50000,农业户口,目前从事非农工作,城,,2,3,2,4
女,1967,初中,毕业,40000,农业户口,目前从事非农工作,城,,1,2,1,4
女,1994,大学专科（正规高等教育）,毕业,60000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,2,2,5
女,1969,小学,辍学和中途退学,不适用,农业户口,目前务农，没有过非农工作,乡,,1,1,1,3
女,1953,没有受过任何教育,nan,20000,农业户口,目前务农，没有过非农工作,城,,1,2,1,5
女,1972,没有受过任何教育,nan,0,居民户口（以前是农业户口）,从未工作过,城,,1,2,2,4
女,1928,小学,辍学和中途退学,2000,农业户口,目前没有工作，而且只务过农,城,,1,1,1,5
女,1982,普通高中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,4
女,1961,没有受过任何教育,nan,不适用,农业户口,目前没有工作，而且只务过农,城,,1,2,2,4
女,1982,没有受过任何教育,nan,0,居民户口（以前是非农业户口）,从未工作过,城,,1,1,1,5
女,1929,没有受过任何教育,nan,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,1,1,3
男,1973,初中,肄业,0,非农业户口,目前从事非农工作,城,,1,2,1,3
男,1957,普通高中,毕业,9000,非农业户口,目前从事非农工作,城,,1,1,1,5
男,1944,大学专科（成人高等教育）,毕业,78000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,3,2,4
男,1965,初中,毕业,40000,农业户口,目前从事非农工作,城,,1,2,1,4
女,1946,没有受过任何教育,nan,6000,农业户口,目前没有工作，而且只务过农,城,,1,1,1,5
女,1949,初中,毕业,27000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,3,1,5
女,1987,大学专科（正规高等教育）,毕业,45000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,2,2,5
男,1967,初中,毕业,50000,农业户口,目前从事非农工作,城,,1,2,1,4
男,1991,大学专科（正规高等教育）,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,2,1,5
男,1947,没有受过任何教育,nan,4000,农业户口,目前务农，没有过非农工作,城,,1,1,2,3
女,1964,小学,毕业,0,农业户口,目前没有工作，而且只务过农,城,,1,1,1,5
男,1973,初中,毕业,50000,农业户口,目前从事非农工作,城,,1,2,1,4
女,1958,普通高中,毕业,12000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,3
男,1952,初中,辍学和中途退学,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,4
男,1949,普通高中,毕业,30000,农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
男,1947,普通高中,毕业,6000,农业户口,目前没有工作，曾经有过非农工作,乡,,1,1,1,5
女,1970,没有受过任何教育,nan,10000,农业户口,目前务农，没有过非农工作,乡,,2,1,1,3
男,1971,小学,毕业,40000,农业户口,目前从事非农工作,乡,,1,2,1,4
男,1945,没有受过任何教育,nan,30000,农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,3
男,1949,大学本科（成人高等教育）,毕业,8000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,2,5
男,1962,初中,毕业,40000,农业户口,目前从事非农工作,城,,1,1,1,4
男,1954,没有受过任何教育,nan,5000,农业户口,目前务农，没有过非农工作,乡,,1,2,1,4
男,1967,初中,毕业,45000,农业户口,目前从事非农工作,城,,1,2,1,4
女,1986,大学专科（成人高等教育）,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
男,1986,普通高中,毕业,40000,农业户口,目前从事非农工作,城,,1,2,1,4
女,1949,中专,毕业,72000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,2
女,1967,初中,毕业,26400,农业户口,目前从事非农工作,城,,2,1,1,5
男,1977,大学专科（正规高等教育）,毕业,32500,非农业户口,目前从事非农工作,城,,1,3,2,4
男,1947,没有受过任何教育,nan,3000,农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,5
女,1972,初中,毕业,40000,非农业户口,目前从事非农工作,城,,1,2,1,5
男,1990,普通高中,毕业,50000,农业户口,目前从事非农工作,乡,,1,2,1,5
女,1952,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,,1,1,1,5
男,1962,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,3,2,4
女,1963,小学,毕业,0,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,,1,1,1,5
男,1987,初中,毕业,8000,农业户口,从未工作过,乡,,1,2,1,4
女,1952,初中,辍学和中途退学,4424444,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,2,3,2,4
男,1982,大学本科（正规高等教育）,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,3,2,5
女,1992,大学本科（正规高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,,2,3,2,4
女,1963,初中,毕业,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,3,1,5
女,1981,小学,毕业,15000,农业户口,目前务农，曾经有过非农工作,乡,,1,2,2,5
男,1949,初中,毕业,24000,农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,5
女,1979,初中,毕业,12000,非农业户口,目前从事非农工作,城,,2,2,1,3
男,1940,大学本科（正规高等教育）,毕业,60000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,2,2,1,5
女,1939,小学,毕业,9600,农业户口,目前没有工作，而且只务过农,城,,1,1,1,5
女,1989,大学专科（正规高等教育）,毕业,40000,农业户口,目前从事非农工作,城,,1,2,1,5
男,1999,普通高中,正在读,0,农业户口,目前没有工作，曾经有过非农工作,城,,2,2,1,5
男,1988,大学专科（正规高等教育）,毕业,25000,农业户口,目前从事非农工作,乡,,1,3,1,5
女,1952,小学,毕业,3000,农业户口,目前务农，没有过非农工作,城,,1,1,1,5
女,1972,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,城,,1,2,2,5
女,1946,没有受过任何教育,nan,2760,农业户口,目前务农，没有过非农工作,乡,,1,1,1,5
男,1936,大学专科（正规高等教育）,毕业,72000,农业户口,目前没有工作，曾经有过非农工作,乡,,1,2,1,3
女,1972,没有受过任何教育,nan,12000,农业户口,目前从事非农工作,乡,,1,2,2,3
男,1957,初中,毕业,10000,农业户口,目前务农，曾经有过非农工作,乡,,1,2,1,5
男,1940,初中,毕业,40000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,4
男,1983,普通高中,毕业,70000,农业户口,目前从事非农工作,乡,,2,2,2,4
男,1971,初中,毕业,20000,农业户口,目前没有工作，而且只务过农,乡,,1,1,1,5
男,1942,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,乡,,1,1,1,5
女,1943,没有受过任何教育,nan,10000,农业户口,目前务农，没有过非农工作,乡,,1,2,2,4
男,1994,大学专科（正规高等教育）,毕业,70000,农业户口,目前从事非农工作,城,,1,3,2,5
女,1957,普通高中,毕业,20000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,3,2,4
男,1992,中专,毕业,50000,农业户口,目前从事非农工作,城,,1,3,2,5
女,1964,普通高中,辍学和中途退学,30000,居民户口（以前是农业户口）,目前从事非农工作,城,,1,2,1,4
女,1957,没有受过任何教育,nan,15000,农业户口,目前没有工作，曾经有过非农工作,城,,1,3,1,5
男,1965,小学,辍学和中途退学,40000,农业户口,目前从事非农工作,乡,,1,1,1,5
女,1948,没有受过任何教育,nan,25400,农业户口,目前没有工作，而且只务过农,城,,2,2,1,4
男,1965,初中,毕业,30000,农业户口,目前从事非农工作,城,,1,2,1,3
女,1979,初中,毕业,100000,居民户口（以前是农业户口）,目前从事非农工作,城,,1,2,1,5
男,1990,大学专科（正规高等教育）,毕业,80000,居民户口（以前是农业户口）,目前从事非农工作,城,,2,3,2,4
男,1952,初中,毕业,50000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,2,3,2,5
男,1954,初中,毕业,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,2,3,2,3
男,1943,小学,毕业,20000,农业户口,目前没有工作，曾经有过非农工作,乡,,1,2,1,5
男,1976,大学本科（成人高等教育）,毕业,100000,居民户口（以前是农业户口）,目前从事非农工作,城,,1,4,2,5
男,1952,初中,毕业,51000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,5
男,1963,普通高中,毕业,170000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,3,2,3
女,1947,大学专科（正规高等教育）,毕业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,3,1,5
男,1953,初中,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,3
女,1967,普通高中,毕业,19200,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,5
女,1991,大学本科（成人高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,3,2,5
女,1989,普通高中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,,1,1,1,4
男,1937,中专,毕业,50400,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,3,2,5
女,1971,普通高中,毕业,40000,农业户口,目前从事非农工作,城,,1,3,1,4
男,1957,大学专科（成人高等教育）,毕业,112800,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,5
男,1978,职业高中,毕业,100000,非农业户口,目前从事非农工作,城,,1,2,1,4
女,1951,小学,毕业,35000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,5
女,1976,普通高中,毕业,20000,居民户口（以前是农业户口）,目前从事非农工作,城,,1,2,2,3
男,1995,大学本科（正规高等教育）,毕业,0,非农业户口,目前从事非农工作,城,,1,3,2,4
男,1986,职业高中,毕业,100000,农业户口,目前从事非农工作,城,,2,2,1,4
男,1962,大学本科（正规高等教育）,毕业,120000,非农业户口,目前从事非农工作,城,,2,3,2,4
男,1967,小学,辍学和中途退学,42000,农业户口,目前从事非农工作,城,,2,2,2,4
男,1971,大学专科（成人高等教育）,毕业,150000,居民户口（以前是农业户口）,目前从事非农工作,城,,2,3,1,4
男,1956,普通高中,毕业,44000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,1,3,2,2
男,1956,初中,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,乡,,1,2,1,3
男,1950,小学,毕业,32000,农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,5
女,1946,小学,肄业,30000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,2,2,2,2
女,1963,小学,毕业,不知道,农业户口,目前没有工作，而且只务过农,城,,1,1,1,3
男,1971,普通高中,辍学和中途退学,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,4
女,1988,大学本科（正规高等教育）,毕业,0,农业户口,从未工作过,城,,1,2,1,5
女,1939,小学,毕业,120000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,2,2,1,4
女,1948,小学,辍学和中途退学,72000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
男,1963,初中,毕业,500000,农业户口,目前从事非农工作,乡,,1,3,2,3
女,1956,初中,毕业,20400,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,5
女,1995,大学专科（正规高等教育）,毕业,21000,农业户口,目前从事非农工作,城,,1,3,2,3
男,1989,初中,毕业,60000,农业户口,目前从事非农工作,乡,,1,2,1,3
女,1977,初中,毕业,20000,非农业户口,目前从事非农工作,城,,2,3,1,2
男,1958,初中,毕业,30000,农业户口,目前从事非农工作,城,,1,2,1,5
女,1981,初中,毕业,10000,农业户口,目前从事非农工作,城,,1,2,1,3
女,1978,大学专科（成人高等教育）,毕业,0,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,1,1,4
女,1947,初中,辍学和中途退学,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,5
女,1935,小学,辍学和中途退学,36000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,4
女,1979,中专,毕业,30000,农业户口,目前从事非农工作,城,,1,2,2,3
男,1962,小学,毕业,0,农业户口,目前务农，曾经有过非农工作,城,,1,2,1,5
女,1929,小学,辍学和中途退学,40000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,2,3
男,1954,初中,毕业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,3
男,1992,大学本科（正规高等教育）,毕业,500000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,3,2,4
男,1963,小学,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,1,1,1,5
女,1971,普通高中,毕业,60000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
女,1999,初中,毕业,40000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,2,1,3
女,1932,没有受过任何教育,nan,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,2,2,2,4
男,1984,普通高中,毕业,80000,农业户口,目前从事非农工作,城,,1,2,1,5
女,1980,初中,辍学和中途退学,50000,农业户口,目前从事非农工作,城,,1,2,1,5
女,1969,初中,辍学和中途退学,24000,农业户口,目前从事非农工作,城,,1,2,2,4
男,1981,技校,毕业,30000,非农业户口,目前从事非农工作,城,,1,3,2,3
男,1945,中专,毕业,60000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,3,1,5
男,1965,小学,毕业,30000,农业户口,目前从事非农工作,城,,2,3,2,2
男,1980,普通高中,毕业,100000,居民户口（以前是农业户口）,目前从事非农工作,城,,1,3,2,3
女,1966,初中,毕业,20000,非农业户口,目前从事非农工作,城,,1,2,1,5
女,1970,小学,毕业,60000,农业户口,目前从事非农工作,乡,,1,2,2,4
男,1988,大学专科（正规高等教育）,毕业,1000000,居民户口（以前是农业户口）,目前从事非农工作,城,,2,2,1,4
男,1993,大学专科（正规高等教育）,毕业,36000,农业户口,目前从事非农工作,城,,1,3,2,5
女,1998,大学专科（正规高等教育）,正在读,0,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,3,2,5
男,1958,大学专科（成人高等教育）,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,2,1,3
女,1968,初中,辍学和中途退学,50000,居民户口（以前是农业户口）,目前从事非农工作,城,,1,2,1,3
男,1941,普通高中,辍学和中途退学,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,4
男,1945,初中,毕业,45000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,4
女,1941,初中,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
女,1967,小学,辍学和中途退学,0,农业户口,目前从事非农工作,城,,1,2,1,5
女,1959,初中,毕业,36000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
女,1992,职业高中,毕业,不适用,农业户口,目前从事非农工作,乡,,1,2,1,4
男,1937,大学本科（正规高等教育）,毕业,42000,其他,从未工作过,城,,2,3,2,3
女,1964,小学,辍学和中途退学,200000,农业户口,目前从事非农工作,城,,1,2,1,3
女,1976,初中,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,2,2,3
女,1984,大学本科（正规高等教育）,毕业,50000,居民户口（以前是农业户口）,目前从事非农工作,乡,,1,2,2,4
男,1976,初中,毕业,85000,农业户口,目前从事非农工作,城,,1,3,1,3
女,1941,没有受过任何教育,nan,1800,农业户口,目前没有工作，而且只务过农,乡,,1,2,1,5
女,1990,小学,毕业,24000,农业户口,目前从事非农工作,城,,1,3,1,4
男,1992,小学,毕业,80000,农业户口,目前从事非农工作,城,,2,3,2,4
女,1969,小学,毕业,0,农业户口,从未工作过,乡,,1,2,1,2
男,1966,小学,辍学和中途退学,30000,农业户口,目前从事非农工作,乡,,1,2,1,5
女,1950,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,,1,1,1,5
男,1965,初中,毕业,11000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,5
男,1940,普通高中,辍学和中途退学,0,农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,5
女,1973,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,5
男,1957,普通高中,毕业,26500,农业户口,目前从事非农工作,乡,,1,1,1,5
女,1968,初中,毕业,80000,农业户口,目前务农，曾经有过非农工作,城,,1,2,2,5
男,1972,大学专科（正规高等教育）,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,城,,2,3,2,4
男,1953,职业高中,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,5
女,1967,小学,辍学和中途退学,4000,农业户口,目前没有工作，而且只务过农,乡,,1,1,1,5
女,1975,中专,毕业,80000,非农业户口,目前从事非农工作,城,,2,2,2,4
女,1974,小学,辍学和中途退学,40000,农业户口,目前从事非农工作,乡,,1,2,1,4
女,1998,普通高中,辍学和中途退学,不知道,农业户口,目前没有工作，曾经有过非农工作,乡,,1,2,1,5
男,1997,大学专科（正规高等教育）,正在读,20000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,4,2,3
男,1964,初中,辍学和中途退学,60000,农业户口,目前从事非农工作,城,,1,2,1,4
男,1999,初中,辍学和中途退学,5000,农业户口,目前没有工作，曾经有过非农工作,乡,,1,2,1,3
男,1983,没有受过任何教育,nan,30000,农业户口,目前务农，没有过非农工作,乡,,1,2,1,4
男,1983,初中,毕业,40000,非农业户口,目前从事非农工作,城,,1,2,2,5
男,1974,职业高中,毕业,35000,农业户口,目前从事非农工作,城,,1,3,2,5
男,1962,初中,毕业,40000,农业户口,目前务农，没有过非农工作,城,,1,1,1,5
男,1971,小学,辍学和中途退学,不知道,非农业户口,目前从事非农工作,城,,1,2,1,4
男,1978,小学,毕业,30000,农业户口,目前从事非农工作,乡,,1,1,1,5
女,1963,初中,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,5
男,1962,初中,辍学和中途退学,1800,农业户口,目前务农，曾经有过非农工作,乡,,1,2,1,5
女,1991,初中,毕业,0,农业户口,目前务农，没有过非农工作,乡,,1,1,1,5
女,1976,初中,毕业,10000,农业户口,目前从事非农工作,城,,2,2,2,4
女,1989,初中,辍学和中途退学,15000,农业户口,目前从事非农工作,乡,,1,2,1,5
男,1995,初中,毕业,24000,农业户口,目前从事非农工作,城,,2,2,1,4
男,1965,初中,毕业,10000,农业户口,目前没有工作，曾经有过非农工作,乡,,1,2,2,4
男,1953,小学,辍学和中途退学,18000,农业户口,目前从事非农工作,城,,1,2,1,5
女,1985,职业高中,毕业,40000,农业户口,目前从事非农工作,城,,1,2,1,5
女,1949,小学,肄业,15000,农业户口,目前务农，曾经有过非农工作,城,,1,1,1,4
女,1963,中专,毕业,60000,非农业户口,目前从事非农工作,城,,2,2,1,3
女,1996,大学专科（正规高等教育）,正在读,0,农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,4
男,1934,小学,辍学和中途退学,1000,农业户口,目前没有工作，曾经有过非农工作,乡,,1,2,1,5
男,1983,普通高中,辍学和中途退学,40000,农业户口,目前从事非农工作,乡,,2,2,1,3
女,1986,初中,毕业,30000,农业户口,目前从事非农工作,乡,,1,1,1,5
男,1970,小学,毕业,65000,农业户口,目前从事非农工作,乡,,1,2,1,4
女,1946,小学,肄业,5000,农业户口,目前没有工作，而且只务过农,城,,1,2,1,4
女,1961,没有受过任何教育,nan,4000,农业户口,目前务农，没有过非农工作,乡,,1,1,1,5
男,1957,没有受过任何教育,nan,7000,农业户口,目前没有工作，而且只务过农,城,,1,1,1,4
女,1950,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,,1,1,1,4
男,1994,职业高中,毕业,90000,农业户口,目前从事非农工作,乡,,1,3,1,4
男,1976,大学本科（正规高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,,1,2,1,4
男,1972,小学,毕业,40000,农业户口,目前务农，曾经有过非农工作,乡,,1,1,1,3
男,1952,初中,辍学和中途退学,3500,农业户口,目前没有工作，曾经有过非农工作,乡,,1,1,1,5
男,1949,小学,毕业,18000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,2,3,2,4
女,1990,初中,毕业,60000,农业户口,目前从事非农工作,乡,,1,2,1,4
男,1963,初中,毕业,50000,农业户口,目前从事非农工作,城,,2,1,1,5
女,1958,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,城,,1,2,1,4
女,1975,小学,毕业,20000,农业户口,目前从事非农工作,乡,,1,2,1,5
男,1957,小学,肄业,5000,农业户口,目前务农，没有过非农工作,乡,,1,2,1,5
女,1948,没有受过任何教育,nan,6680,农业户口,目前务农，没有过非农工作,乡,,1,1,1,4
男,1944,小学,辍学和中途退学,10000,农业户口,目前没有工作，曾经有过非农工作,城,,1,1,1,5
男,1985,初中,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,乡,,1,2,1,5
女,1952,小学,毕业,0,农业户口,目前没有工作，而且只务过农,乡,,1,2,1,4
男,1976,大学本科（正规高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,4,2,5
女,1983,初中,毕业,30000,农业户口,目前从事非农工作,乡,,1,2,2,5
男,1965,小学,毕业,6000,农业户口,目前从事非农工作,乡,,1,2,1,5
男,1966,没有受过任何教育,nan,20000,农业户口,目前务农，没有过非农工作,乡,,1,1,1,5
男,1942,初中,辍学和中途退学,20000,农业户口,目前务农，没有过非农工作,乡,,1,2,2,4
男,1945,小学,毕业,3000,农业户口,目前务农，没有过非农工作,乡,,1,2,1,3
男,1948,小学,辍学和中途退学,6000,农业户口,目前务农，没有过非农工作,乡,,1,2,1,4
男,1945,小学,肄业,8000,农业户口,目前务农，没有过非农工作,城,,1,1,1,5
男,1982,普通高中,毕业,20000,农业户口,目前从事非农工作,城,,1,3,1,4
女,1956,没有受过任何教育,nan,30000,农业户口,目前从事非农工作,乡,,1,1,1,5
男,1974,初中,毕业,12000,农业户口,目前务农，没有过非农工作,乡,,1,2,1,5
女,1962,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,,1,1,1,5
男,1974,初中,辍学和中途退学,30000,农业户口,目前从事非农工作,城,,1,2,2,5
男,1952,初中,辍学和中途退学,5000,农业户口,目前务农，曾经有过非农工作,乡,,1,1,1,5
女,1965,小学,辍学和中途退学,5000,农业户口,目前务农，曾经有过非农工作,乡,,1,1,1,5
男,1943,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,,1,2,1,3
女,1964,初中,毕业,4000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,2,2,5
男,1965,初中,毕业,75000,农业户口,目前从事非农工作,乡,,1,2,1,3
女,1978,初中,毕业,100000,农业户口,目前从事非农工作,乡,,1,2,1,4
女,1941,初中,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,,1,2,1,5
男,1959,初中,毕业,10000,农业户口,目前务农，没有过非农工作,城,,1,2,1,3
女,1959,小学,辍学和中途退学,拒绝回答,农业户口,目前没有工作，而且只务过农,乡,,1,2,1,4
男,1957,小学,辍学和中途退学,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,,1,1,1,5
男,1969,大学本科（正规高等教育）,毕业,55000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,2,1,4
女,1960,初中,毕业,26400,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,2
男,1962,大学专科（成人高等教育）,毕业,120000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,3,2,4
男,1955,没有受过任何教育,nan,不知道,农业户口,目前务农，没有过非农工作,城,,1,1,1,5
男,1992,大学专科（正规高等教育）,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,2,1,4
女,1936,中专,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,,1,2,1,3
男,1956,小学,肄业,5000,农业户口,目前务农，没有过非农工作,乡,,1,1,1,5
男,1973,小学,毕业,40000,农业户口,目前从事非农工作,城,,1,2,2,4
男,1965,普通高中,毕业,80000,居民户口（以前是农业户口）,目前从事非农工作,城,,2,3,2,3
男,1949,没有受过任何教育,nan,20000,居民户口（以前是农业户口）,目前从事非农工作,城,,1,2,1,4
男,1970,大学专科（正规高等教育）,毕业,40000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,3,1,5
男,1960,初中,毕业,30000,农业户口,目前从事非农工作,城,,1,2,1,5
女,1951,小学,毕业,13000,农业户口,目前务农，没有过非农工作,乡,,2,2,1,5
女,1964,普通高中,毕业,24000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,2,1,5
女,1959,没有受过任何教育,nan,拒绝回答,农业户口,目前从事非农工作,城,,1,2,1,4
男,1998,普通高中,正在读,0,居民户口（以前是农业户口）,从未工作过,城,,2,2,1,4
男,1997,大学本科（正规高等教育）,正在读,0,农业户口,从未工作过,城,,1,2,1,4
女,1968,大学专科（正规高等教育）,毕业,70000,居民户口（以前是农业户口）,目前从事非农工作,城,,1,3,2,5
女,1973,普通高中,毕业,20000,非农业户口,目前从事非农工作,城,,1,3,2,5
男,1986,大学本科（成人高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,,2,2,2,4
女,1990,初中,毕业,20000,居民户口（以前是非农业户口）,目前从事非农工作,城,,1,2,1,5
女,1977,大学本科（成人高等教育）,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,3,2,4
女,1949,小学,肄业,不适用,农业户口,从未工作过,乡,,2,2,1,4
男,1990,中专,毕业,36000,非农业户口,目前从事非农工作,城,,1,2,1,4
男,1984,初中,毕业,60000,农业户口,目前从事非农工作,城,,1,3,2,4
女,1966,没有受过任何教育,nan,15000,非农业户口,目前没有工作，曾经有过非农工作,城,,2,2,2,5
男,1969,小学,毕业,250000,居民户口（以前是非农业户口）,目前从事非农工作,城,,2,3,2,4
男,1964,普通高中,毕业,50000,农业户口,目前从事非农工作,城,,2,3,2,3
