Gender,Age,Edu,Region
Female,57,Middle school,Rural
Male,41,Junior college,Urban
Female,36,High school (including technical school),Rural
Male,49,Bachelor's degree,Urban
Female,59,Middle school,Rural
Male,28,Graduate degree or above,Urban
Female,34,Bachelor's degree,Urban
Male,42,High school (including technical school),Rural
Male,27,Junior college,Urban
Female,30,Graduate degree or above,Urban
Male,54,Middle school,Rural
Female,19,High school (including technical school),Urban
Male,60,Primary school,Rural
Female,48,Bachelor's degree,Urban
Male,37,Junior college,Rural
Female,25,Bachelor's degree,Urban
Male,22,High school (including technical school),Rural
Female,39,Graduate degree or above,Urban
Male,50,Middle school,Rural
Female,65,Below primary school,Rural
Male,31,Bachelor's degree,Urban
Female,55,Primary school,Rural
Male,28,Junior college,Urban
Female,23,High school (including technical school),Urban
Male,45,Bachelor's degree,Rural
Female,62,Middle school,Rural
Male,34,Bachelor's degree,Urban
Female,29,High school (including technical school),Rural
Male,41,Graduate degree or above,Urban
Female,37,Junior college,Urban
Male,53,Middle school,Rural
Female,48,High school (including technical school),Urban
Male,26,Bachelor's degree,Urban
Female,31,Graduate degree or above,Urban
Male,60,Primary school,Rural
Female,45,High school (including technical school),Rural
Male,22,Junior college,Urban
Female,39,Middle school,Rural
Male,46,Bachelor's degree,Rural
Female,33,Graduate degree or above,Urban
Male,52,High school (including technical school),Urban
Female,24,Bachelor's degree,Urban
Male,38,Junior college,Rural
Female,54,Middle school,Rural
Male,28,High school (including technical school),Urban
Female,44,Junior college,Urban
Female,29,Bachelor's degree,Urban
Male,42,Graduate degree or above,Urban
Female,34,Junior college,Urban
Male,50,High school (including technical school),Rural
Female,23,Bachelor's degree,Urban
Male,38,Middle school,Rural
Female,45,High school (including technical school),Urban
Male,57,Primary school,Rural
Female,31,Graduate degree or above,Urban
Male,28,Bachelor's degree,Urban
Female,39,High school (including technical school),Rural
Male,33,Junior college,Urban
Female,26,Bachelor's degree,Urban
Male,47,High school (including technical school),Rural
Female,37,Middle school,Rural
Male,55,Primary school,Rural
Female,32,Graduate degree or above,Urban
Male,24,Bachelor's degree,Urban
Female,41,Junior college,Rural
Male,36,High school (including technical school),Urban
Male,34,Bachelor's degree,Urban
Female,29,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,37,Junior college,Urban
Male,53,Middle school,Rural
Female,58,Primary school,Rural
Male,41,Bachelor's degree,Urban
Female,25,Bachelor's degree,Urban
Male,62,High school (including technical school),Rural
Female,48,Junior college,Urban
Male,29,Middle school,Urban
Female,35,High school (including technical school),Rural
Male,67,Below primary school,Rural
Female,73,Primary school,Rural
Male,56,Graduate degree or above,Urban
Female,33,Bachelor's degree,Urban
Male,38,High school (including technical school),Urban
Female,44,Junior college,Urban
Male,49,Middle school,Rural
Female,61,Below primary school,Rural
Male,25,Bachelor's degree,Urban
Female,30,Graduate degree or above,Urban
Male,42,High school (including technical school),Rural
Female,38,Junior college,Urban
Male,19,Middle school,Rural
Female,45,Bachelor's degree,Urban
Male,23,Junior college,Urban
Female,50,High school (including technical school),Rural
Male,34,Graduate degree or above,Urban
Female,29,Bachelor's degree,Urban
Male,60,High school (including technical school),Rural
Female,22,Middle school,Rural
Male,27,Graduate degree or above,Urban
Female,35,Junior college,Urban
Male,18,High school (including technical school),Rural
Female,40,Bachelor's degree,Urban
Male,31,Junior college,Urban
Female,46,High school (including technical school),Rural
Male,53,Primary school,Rural
Female,28,Bachelor's degree,Urban
Male,34,Bachelor's degree,Urban
Female,29,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,22,Junior college,Urban
Male,60,Middle school,Rural
Female,51,High school (including technical school),Rural
Male,37,Graduate degree or above,Urban
Female,26,Bachelor's degree,Urban
Male,43,Junior college,Urban
Female,34,High school (including technical school),Rural
Male,52,Middle school,Rural
Female,41,Graduate degree or above,Urban
Male,28,Bachelor's degree,Urban
Female,38,Junior college,Urban
Male,67,Below primary school,Rural
Female,59,Primary school,Rural
Male,31,High school (including technical school),Urban
Female,25,Bachelor's degree,Urban
Male,48,Middle school,Rural
Female,46,Junior college,Urban
Male,35,Bachelor's degree,Urban
Female,29,Junior college,Urban
Male,42,High school (including technical school),Rural
Female,54,Primary school,Rural
Male,23,Bachelor's degree,Urban
Female,39,High school (including technical school),Urban
Male,31,Graduate degree or above,Urban
Female,47,Middle school,Rural
Male,58,Primary school,Rural
Female,25,Junior college,Urban
Male,62,Below primary school,Rural
Female,30,Bachelor's degree,Urban
Male,45,High school (including technical school),Rural
Female,36,Middle school,Rural
Male,28,Graduate degree or above,Urban
Female,41,Primary school,Rural
Male,33,Bachelor's degree,Urban
Female,49,Junior college,Urban
Male,27,Middle school,Rural
Female,53,High school (including technical school),Rural
﻿Female,32,Bachelor's degree,Urban
Male,41,Junior college,Urban
Female,27,Graduate degree or above,Urban
Male,54,High school (including technical school),Rural
Female,19,Middle school,Rural
Male,35,Bachelor's degree,Urban
Female,45,Junior college,Urban
Male,23,Bachelor's degree,Urban
Female,61,Below primary school,Rural
Male,51,High school (including technical school),Rural
Female,30,Graduate degree or above,Urban
Male,42,Junior college,Urban
Female,38,Bachelor's degree,Urban
Male,29,High school (including technical school),Rural
Female,47,Middle school,Rural
Male,56,Below primary school,Rural
Female,22,Bachelor's degree,Urban
Male,33,Junior college,Urban
Female,40,High school (including technical school),Rural
Male,60,Primary school,Rural
Male,32,Bachelor's degree,Urban
Female,29,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,37,Junior college,Urban
Male,51,Middle school,Rural
Female,62,Below primary school,Rural
Male,24,Bachelor's degree,Urban
Female,39,High school (including technical school),Urban
Male,58,Middle school,Rural
Female,41,Bachelor's degree,Urban
Male,28,Junior college,Urban
Female,30,Graduate degree or above,Urban
Male,47,High school (including technical school),Rural
Female,54,Below primary school,Rural
Male,36,Bachelor's degree,Urban
Female,33,Junior college,Urban
Male,49,Middle school,Rural
Female,22,Bachelor's degree,Urban
Male,27,High school (including technical school),Urban
Female,65,Below primary school,Rural
Male,45,Bachelor's degree,Urban
Female,34,Graduate degree or above,Urban
Male,29,High school (including technical school),Rural
Female,52,Middle school,Rural
Male,23,Junior college,Urban
Female,41,Bachelor's degree,Rural
Male,68,Primary school,Rural
Female,36,Graduate degree or above,Urban
Male,50,Middle school,Rural
Female,27,Bachelor's degree,Urban
Male,31,Junior college,Urban
Female,47,High school (including technical school),Rural
Male,39,Graduate degree or above,Urban
Female,58,Middle school,Rural
Male,66,Primary school,Rural
Female,22,Bachelor's degree,Urban
Male,37,High school (including technical school),Rural
Female,44,Junior college,Urban
Male,32,Graduate degree or above,Urban
Female,55,Middle school,Rural
Female,32,Bachelor's degree,Urban
Male,43,Graduate degree or above,Urban
Female,27,High school (including technical school),Rural
Male,50,Middle school,Rural
Female,35,Junior college,Urban
Male,24,Bachelor's degree,Urban
Female,39,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,58,Middle school,Rural
Male,60,Primary school,Rural
Female,41,Bachelor's degree,Urban
Male,33,Junior college,Urban
Female,29,Graduate degree or above,Urban
Male,47,High school (including technical school),Urban
Female,53,Middle school,Rural
Male,38,Junior college,Urban
Female,25,Bachelor's degree,Urban
Male,62,Primary school,Rural
Female,48,Bachelor's degree,Urban
Male,31,Middle school,Rural
Male,34,Bachelor's degree,Urban
Female,29,High school (including technical school),Urban
Male,45,Graduate degree or above,Urban
Female,53,Middle school,Rural
Male,62,Primary school,Rural
Female,25,Junior college,Urban
Male,41,Bachelor's degree,Rural
Female,38,High school (including technical school),Urban
Male,22,Graduate degree or above,Urban
Female,48,Middle school,Rural
Male,55,High school (including technical school),Urban
Female,31,Primary school,Urban
Male,27,Bachelor's degree,Urban
Female,64,Below primary school,Rural
Male,39,Junior college,Rural
Female,47,Graduate degree or above,Urban
Male,33,Bachelor's degree,Rural
Female,19,High school (including technical school),Urban
Male,28,Middle school,Rural
Female,52,Junior college,Urban
Male,34,Bachelor's degree,Urban
Female,29,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,52,Junior college,Rural
Male,38,Bachelor's degree,Urban
Female,23,Middle school,Rural
Male,60,Below primary school,Rural
Female,31,Bachelor's degree,Urban
Male,27,Junior college,Urban
Female,40,High school (including technical school),Rural
Male,49,Middle school,Rural
Female,36,Graduate degree or above,Urban
Male,55,High school (including technical school),Urban
Female,47,Primary school,Rural
Male,22,Junior college,Urban
Female,61,Below primary school,Rural
Male,30,Bachelor's degree,Urban
Female,33,Middle school,Urban
Male,44,Graduate degree or above,Urban
Female,50,Primary school,Rural
Male,35,Bachelor's degree,Urban
Female,28,Junior college,Urban
Male,42,Graduate degree or above,Urban
Female,53,High school (including technical school),Rural
Male,67,Middle school,Rural
Female,31,Bachelor's degree,Urban
Male,25,Junior college,Urban
Female,40,Primary school,Rural
Male,22,High school (including technical school),Urban
Female,36,Graduate degree or above,Urban
Male,48,Middle school,Rural
Female,60,Below primary school,Rural
Male,29,Bachelor's degree,Urban
Female,33,Junior college,Urban
Male,50,High school (including technical school),Rural
Female,45,Middle school,Rural
Male,38,Graduate degree or above,Urban
Female,26,Bachelor's degree,Urban
Male,55,Primary school,Rural
Female,47,High school (including technical school),Rural
Female,25,Bachelor's degree,Urban
Male,30,Junior college,Urban
Female,50,High school (including technical school),Rural
Male,42,Graduate degree or above,Urban
Female,19,High school (including technical school),Rural
Male,35,Bachelor's degree,Urban
Female,28,Junior college,Urban
Male,54,Middle school,Rural
Female,60,Primary school,Rural
Male,22,Bachelor's degree,Urban
Female,45,High school (including technical school),Urban
Male,38,Graduate degree or above,Urban
Female,33,Junior college,Rural
Male,40,Middle school,Rural
Female,52,High school (including technical school),Urban
Male,48,Graduate degree or above,Urban
Female,37,Junior college,Urban
Male,29,Bachelor's degree,Rural
Female,56,Primary school,Rural
Male,63,Below primary school,Rural
Male,28,Bachelor's degree,Urban
Female,34,Graduate degree or above,Urban
Male,52,High school (including technical school),Rural
Female,47,Junior college,Urban
Male,19,Middle school,Rural
Female,62,Below primary school,Rural
Male,23,Bachelor's degree,Urban
Female,29,High school (including technical school),Urban
Male,40,Graduate degree or above,Urban
Female,55,Junior college,Rural
Male,31,High school (including technical school),Urban
Female,45,Bachelor's degree,Urban
Male,38,Junior college,Urban
Female,26,Middle school,Rural
Male,57,Primary school,Rural
Female,22,Bachelor's degree,Urban
Male,62,Below primary school,Rural
Female,36,Graduate degree or above,Urban
Male,49,Middle school,Rural
Female,30,Bachelor's degree,Urban
Male,30,Bachelor's degree,Urban
Female,25,Junior college,Urban
Male,40,High school (including technical school),Rural
Female,32,Graduate degree or above,Urban
Male,29,Middle school,Rural
Female,27,Bachelor's degree,Urban
Male,50,Primary school,Rural
Female,22,Junior college,Urban
Male,35,High school (including technical school),Urban
Female,31,Middle school,Rural
Male,45,Bachelor's degree,Urban
Female,28,High school (including technical school),Rural
Male,37,Graduate degree or above,Urban
Female,24,Junior college,Rural
Male,33,Middle school,Urban
Female,21,Bachelor's degree,Urban
Male,48,Primary school,Rural
Female,39,High school (including technical school),Rural
Male,26,Bachelor's degree,Urban
Female,34,Graduate degree or above,Urban
﻿Male,34,Bachelor's degree,Urban
Female,28,High school (including technical school),Urban
Male,45,Graduate degree or above,Urban
Female,52,Middle school,Rural
Male,38,Junior college,Urban
Female,60,Primary school,Rural
Female,41,High school (including technical school),Urban
Male,29,Bachelor's degree,Rural
Female,33,Graduate degree or above,Urban
Male,50,High school (including technical school),Rural
Female,26,Bachelor's degree,Urban
Male,47,Middle school,Urban
Female,36,Junior college,Rural
Male,53,Primary school,Urban
Male,31,High school (including technical school),Rural
Female,40,Bachelor's degree,Urban
Male,59,Middle school,Rural
Female,23,Bachelor's degree,Urban
Male,44,Junior college,Rural
Female,37,Graduate degree or above,Urban
Female,24,Bachelor's degree,Urban
Male,30,Graduate degree or above,Urban
Female,45,Junior college,Rural
Male,51,High school (including technical school),Rural
Female,39,Bachelor's degree,Urban
Male,20,Middle school,Rural
Female,67,Primary school,Rural
Male,18,High school (including technical school),Urban
Female,55,Middle school,Rural
Male,28,Bachelor's degree,Urban
Female,34,Graduate degree or above,Urban
Male,49,High school (including technical school),Rural
Female,72,Below primary school,Rural
Male,23,Junior college,Urban
Female,31,Bachelor's degree,Urban
Male,60,Middle school,Rural
Female,37,Graduate degree or above,Urban
Male,42,High school (including technical school),Rural
Female,25,Junior college,Urban
Male,53,Primary school,Rural
Male,35,Bachelor's degree,Urban
Female,29,Graduate degree or above,Urban
Male,46,High school (including technical school),Rural
Female,52,Middle school,Rural
Male,23,Junior college,Urban
Female,41,Primary school,Rural
Male,60,High school (including technical school),Urban
Female,34,Bachelor's degree,Urban
Male,55,Below primary school,Rural
Female,38,Graduate degree or above,Urban
Male,28,Junior college,Rural
Female,19,Bachelor's degree,Urban
Male,72,Middle school,Rural
Female,47,High school (including technical school),Urban
Male,31,Graduate degree or above,Urban
Female,63,Primary school,Rural
Male,22,Bachelor's degree,Urban
Female,58,Middle school,Rural
Male,49,Junior college,Urban
Female,27,Graduate degree or above,Urban
Male,34,Bachelor's degree,Urban
Female,29,High school (including technical school),Rural
Male,42,Graduate degree or above,Urban
Female,37,Junior college,Urban
Male,23,Bachelor's degree,Urban
Female,46,High school (including technical school),Rural
Male,51,Middle school,Rural
Female,55,Bachelor's degree,Urban
Male,62,Middle school,Rural
Female,31,Graduate degree or above,Urban
Male,28,Junior college,Urban
Female,40,High school (including technical school),Rural
Male,36,Bachelor's degree,Urban
Female,60,Primary school,Rural
Male,39,High school (including technical school),Urban
Female,45,Bachelor's degree,Urban
Male,52,Middle school,Rural
Female,27,Junior college,Urban
Male,44,Primary school,Rural
Female,58,High school (including technical school),Urban
Male,32,Bachelor's degree,Urban
Female,29,High school (including technical school),Rural
Male,45,Graduate degree or above,Urban
Female,23,Bachelor's degree,Urban
Female,41,Junior college,Rural
Male,36,High school (including technical school),Urban
Female,50,Primary school,Rural
Male,27,Middle school,Rural
Female,39,Junior college,Urban
Male,52,Bachelor's degree,Urban
Female,37,High school (including technical school),Rural
Male,30,Graduate degree or above,Urban
Female,61,Below primary school,Rural
Male,18,Middle school,Urban
Female,44,Bachelor's degree,Rural
Male,59,Primary school,Rural
Female,33,High school (including technical school),Urban
Male,47,Junior college,Urban
Female,26,Bachelor's degree,Urban
Male,40,Graduate degree or above,Urban
Male,34,Bachelor's degree,Urban
Female,29,Junior college,Urban
Male,45,High school (including technical school),Rural
Female,52,Middle school,Rural
Male,19,High school (including technical school),Urban
Female,41,Graduate degree or above,Urban
Male,37,Junior college,Urban
Female,63,Primary school,Rural
Male,55,Middle school,Rural
Female,28,Bachelor's degree,Urban
Male,47,High school (including technical school),Rural
Female,39,Junior college,Urban
Male,23,Bachelor's degree,Urban
Female,70,Below primary school,Rural
Male,31,Graduate degree or above,Urban
Female,54,High school (including technical school),Rural
Male,62,Middle school,Rural
Female,18,High school (including technical school),Urban
Male,48,Primary school,Rural
Female,35,Bachelor's degree,Urban
Male,30,Bachelor's degree,Urban
Female,25,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,52,Middle school,Rural
Male,38,Junior college,Urban
Female,29,Bachelor's degree,Urban
Male,34,Middle school,Rural
Female,41,High school (including technical school),Rural
Male,28,Graduate degree or above,Urban
Female,36,Junior college,Urban
Male,47,Primary school,Rural
Female,23,Bachelor's degree,Urban
Male,50,High school (including technical school),Rural
Female,40,Middle school,Rural
Male,21,Bachelor's degree,Urban
Female,33,Graduate degree or above,Urban
Male,25,Junior college,Urban
Female,53,Primary school,Rural
Male,37,Graduate degree or above,Urban
Female,45,High school (including technical school),Rural
Male,34,Bachelor's degree,Urban
Female,28,Graduate degree or above,Urban
Male,45,Junior college,Rural
Female,53,High school (including technical school),Rural
Male,29,Bachelor's degree,Urban
Female,35,Graduate degree or above,Urban
Male,37,High school (including technical school),Rural
Female,62,Middle school,Rural
Male,41,Junior college,Urban
Female,23,Bachelor's degree,Urban
Male,55,Middle school,Rural
Female,44,High school (including technical school),Urban
Male,30,Graduate degree or above,Urban
Female,38,Junior college,Rural
Male,47,Primary school,Rural
Female,40,Bachelor's degree,Urban
Male,51,Middle school,Rural
Female,33,Graduate degree or above,Urban
Male,25,High school (including technical school),Urban
Female,60,Below primary school,Rural
Male,34,Bachelor's degree,Urban
Female,45,High school (including technical school),Rural
Male,29,Graduate degree or above,Urban
Female,52,Middle school,Rural
Male,31,Bachelor's degree,Urban
Female,27,Junior college,Urban
Male,66,Primary school,Rural
Female,60,Below primary school,Rural
Male,42,High school (including technical school),Urban
Female,38,Graduate degree or above,Urban
Male,55,Middle school,Rural
Female,22,Bachelor's degree,Urban
Male,48,High school (including technical school),Rural
Female,33,Junior college,Urban
Male,59,Below primary school,Rural
Female,71,Primary school,Rural
Male,26,Graduate degree or above,Urban
Female,40,High school (including technical school),Urban
Male,36,Bachelor's degree,Urban
Female,53,Middle school,Rural
Male,28,Bachelor's degree,Urban
Female,35,High school (including technical school),Rural
Male,42,Junior college,Urban
Female,50,Middle school,Rural
Male,22,Graduate degree or above,Urban
Female,30,Bachelor's degree,Urban
Male,38,High school (including technical school),Rural
Female,45,Junior college,Urban
Male,19,High school (including technical school),Rural
Female,27,Bachelor's degree,Urban
Male,33,Middle school,Rural
Female,41,Graduate degree or above,Urban
Male,56,Primary school,Rural
Female,62,Below primary school,Rural
Male,29,Bachelor's degree,Urban
Female,25,High school (including technical school),Urban
Male,31,Junior college,Rural
Female,36,Middle school,Urban
Male,40,Bachelor's degree,Urban
Female,53,High school (including technical school),Rural
﻿Male,28,Bachelor's degree,Urban
Female,34,High school (including technical school),Rural
Female,42,Graduate degree or above,Urban
Male,50,Middle school,Rural
Male,24,Junior college,Urban
Female,55,High school (including technical school),Rural
Male,31,Bachelor's degree,Urban
Female,47,Middle school,Rural
Male,38,Graduate degree or above,Urban
Female,29,Junior college,Urban
Male,65,Primary school,Rural
Female,22,Bachelor's degree,Urban
Male,36,High school (including technical school),Rural
Female,33,Graduate degree or above,Urban
Male,27,Junior college,Urban
Male,54,Middle school,Rural
Female,45,High school (including technical school),Urban
Female,18,Below primary school,Rural
Male,41,Bachelor's degree,Urban
Female,39,Graduate degree or above,Urban
Female,29,Bachelor's degree,Urban
Male,35,High school (including technical school),Rural
Male,40,Junior college,Urban
Female,33,Bachelor's degree,Urban
Female,23,Graduate degree or above,Urban
Male,46,Middle school,Rural
Female,52,Primary school,Rural
Male,38,Bachelor's degree,Urban
Female,44,High school (including technical school),Urban
Male,28,Graduate degree or above,Urban
Female,37,Junior college,Urban
Male,31,Bachelor's degree,Urban
Female,60,Below primary school,Rural
Male,55,Middle school,Rural
Female,26,High school (including technical school),Urban
Male,42,Graduate degree or above,Urban
Female,49,Primary school,Rural
Male,63,Below primary school,Rural
Female,30,Bachelor's degree,Urban
Male,25,Junior college,Urban
Male,32,Bachelor's degree,Urban
Female,45,High school (including technical school),Rural
Female,28,Graduate degree or above,Urban
Male,54,Junior college,Rural
Male,40,High school (including technical school),Urban
Female,36,Bachelor's degree,Urban
Male,47,Middle school,Rural
Female,30,Junior college,Urban
Female,52,Below primary school,Rural
Male,29,Bachelor's degree,Urban
Female,60,Primary school,Rural
Male,48,High school (including technical school),Urban
Female,33,Graduate degree or above,Urban
Male,39,Middle school,Rural
Female,62,Primary school,Rural
Male,31,Graduate degree or above,Urban
Female,41,Junior college,Urban
Male,55,Below primary school,Rural
Female,50,High school (including technical school),Urban
Male,27,Bachelor's degree,Urban
Male,30,Bachelor's degree,Urban
Female,25,Bachelor's degree,Urban
Male,44,High school (including technical school),Rural
Female,37,Junior college,Urban
Male,52,Middle school,Rural
Female,29,Graduate degree or above,Urban
Male,33,Junior college,Urban
Female,46,High school (including technical school),Rural
Male,22,Bachelor's degree,Urban
Female,31,Bachelor's degree,Rural
Male,40,Graduate degree or above,Urban
Female,55,Middle school,Rural
Male,27,High school (including technical school),Urban
Female,35,Junior college,Rural
Male,61,Below primary school,Rural
Female,42,Middle school,Urban
Male,38,Bachelor's degree,Urban
Female,47,High school (including technical school),Rural
Male,23,Junior college,Urban
Female,50,Primary school,Rural
Male,34,Bachelor's degree,Urban
Female,29,Graduate degree or above,Urban
Male,42,High school (including technical school),Rural
Female,38,Junior college,Urban
Male,50,Middle school,Rural
Female,27,Bachelor's degree,Urban
Male,23,Junior college,Urban
Female,31,High school (including technical school),Rural
Male,45,Middle school,Rural
Female,36,High school (including technical school),Urban
Male,60,Below primary school,Rural
Female,40,Bachelor's degree,Urban
Male,32,Graduate degree or above,Urban
Female,54,Junior college,Urban
Male,28,Junior college,Urban
Female,30,High school (including technical school),Rural
Male,37,Bachelor's degree,Urban
Female,48,Middle school,Rural
Male,26,High school (including technical school),Urban
Female,41,Bachelor's degree,Urban
Male,34,Bachelor's degree,Urban
Female,29,High school (including technical school),Rural
Male,45,Junior college,Urban
Female,52,Middle school,Rural
Male,23,Graduate degree or above,Urban
Female,37,Bachelor's degree,Urban
Male,60,High school (including technical school),Rural
Female,44,Junior college,Urban
Male,18,Middle school,Rural
Female,33,Graduate degree or above,Urban
Male,49,Bachelor's degree,Rural
Female,55,Primary school,Rural
Male,27,High school (including technical school),Urban
Female,31,Junior college,Urban
Male,41,Middle school,Rural
Female,38,Bachelor's degree,Urban
Male,65,Primary school,Rural
Female,22,Graduate degree or above,Urban
Male,30,Junior college,Urban
Female,26,High school (including technical school),Rural
Male,34,Bachelor's degree,Urban
Female,28,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,52,Middle school,Rural
Male,39,Junior college,Urban
Female,25,Bachelor's degree,Urban
Male,61,Primary school,Rural
Female,48,High school (including technical school),Rural
Male,53,Middle school,Rural
Female,31,Graduate degree or above,Urban
Male,27,Bachelor's degree,Urban
Female,36,Junior college,Urban
Male,46,Primary school,Rural
Female,62,Below primary school,Rural
Male,41,High school (including technical school),Rural
Female,29,Bachelor's degree,Urban
Male,33,Graduate degree or above,Urban
Female,54,Middle school,Rural
Male,30,Junior college,Urban
Female,47,High school (including technical school),Rural
Male,34,Bachelor's degree,Urban
Female,28,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,32,Junior college,Urban
Male,39,Middle school,Rural
Female,21,Bachelor's degree,Urban
Male,58,Primary school,Rural
Female,27,Graduate degree or above,Urban
Male,52,Junior college,Urban
Female,47,High school (including technical school),Rural
Male,63,Below primary school,Rural
Female,36,Bachelor's degree,Urban
Male,29,Graduate degree or above,Urban
Female,55,Middle school,Rural
Male,44,High school (including technical school),Urban
Female,31,Junior college,Rural
Male,50,Bachelor's degree,Urban
Female,38,Primary school,Rural
Male,26,Graduate degree or above,Urban
Female,60,Below primary school,Rural
Male,28,Bachelor's degree,Urban
Female,34,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,52,Middle school,Rural
Male,22,Junior college,Urban
Female,40,Bachelor's degree,Urban
Male,37,High school (including technical school),Rural
Female,29,Graduate degree or above,Urban
Male,31,Bachelor's degree,Urban
Female,19,High school (including technical school),Rural
Male,58,Middle school,Rural
Female,26,Junior college,Urban
Male,46,Primary school,Rural
Female,50,High school (including technical school),Urban
Male,33,Bachelor's degree,Urban
Female,36,Graduate degree or above,Urban
Male,62,Middle school,Rural
Female,27,Junior college,Urban
Male,42,High school (including technical school),Rural
Female,21,Bachelor's degree,Urban
Male,34,Bachelor's degree,Urban
Female,28,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,51,Primary school,Rural
Male,62,Below primary school,Rural
Female,30,Junior college,Urban
Male,39,Bachelor's degree,Urban
Female,22,High school (including technical school),Rural
Male,53,Middle school,Rural
Female,41,Bachelor's degree,Urban
Male,27,Graduate degree or above,Urban
Female,36,Junior college,Urban
Male,48,Primary school,Rural
Female,55,Below primary school,Rural
Male,33,High school (including technical school),Urban
Female,26,Bachelor's degree,Urban
Male,29,Graduate degree or above,Urban
Female,44,Middle school,Rural
Male,59,Primary school,Rural
Female,24,Junior college,Urban
﻿Female,32,Bachelor's degree,Urban
Male,45,Primary school,Rural
Female,28,Graduate degree or above,Urban
Male,37,Junior college,Urban
Female,60,Below primary school,Rural
Male,52,High school (including technical school),Rural
Female,22,Bachelor's degree,Urban
Male,33,Middle school,Rural
Female,48,High school (including technical school),Urban
Male,25,Bachelor's degree,Urban
Female,54,Primary school,Rural
Male,40,Graduate degree or above,Urban
Female,62,Middle school,Rural
Male,29,Junior college,Urban
Female,36,High school (including technical school),Urban
Male,47,Bachelor's degree,Urban
Female,58,Below primary school,Rural
Male,31,Graduate degree or above,Urban
Female,27,Junior college,Urban
Male,43,Primary school,Rural
Male,34,Bachelor's degree,Urban
Female,29,High school (including technical school),Rural
Male,45,Middle school,Rural
Female,38,Graduate degree or above,Urban
Male,52,Junior college,Urban
Female,41,High school (including technical school),Rural
Male,25,Bachelor's degree,Urban
Female,57,Primary school,Rural
Male,47,High school (including technical school),Urban
Female,32,Bachelor's degree,Urban
Male,30,Middle school,Rural
Female,44,Graduate degree or above,Urban
Male,37,High school (including technical school),Rural
Female,51,Junior college,Urban
Male,28,Bachelor's degree,Urban
Female,33,High school (including technical school),Rural
Male,60,Below primary school,Rural
Female,23,Bachelor's degree,Urban
Male,36,Graduate degree or above,Urban
Female,48,Middle school,Rural
Male,32,Bachelor's degree,Urban
Female,29,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,51,Junior college,Urban
Male,63,Below primary school,Rural
Female,26,Bachelor's degree,Rural
Male,71,Primary school,Urban
Female,38,Graduate degree or above,Urban
Male,47,High school (including technical school),Urban
Female,54,Middle school,Rural
Male,39,Junior college,Urban
Female,62,Primary school,Rural
Male,23,Bachelor's degree,Urban
Female,33,High school (including technical school),Urban
Male,48,Middle school,Rural
Female,58,Below primary school,Urban
Male,53,Bachelor's degree,Urban
Female,44,Junior college,Rural
Male,29,Graduate degree or above,Urban
Female,67,Middle school,Rural
Male,34,Bachelor's degree,Urban
Female,29,High school (including technical school),Rural
Male,45,Junior college,Urban
Female,52,Middle school,Rural
Male,41,Graduate degree or above,Urban
Female,23,Bachelor's degree,Urban
Male,63,Below primary school,Rural
Female,38,Junior college,Urban
Male,54,High school (including technical school),Rural
Female,47,Middle school,Urban
Male,31,Graduate degree or above,Urban
Female,60,Primary school,Rural
Male,26,Bachelor's degree,Urban
Female,33,High school (including technical school),Rural
Male,49,Middle school,Urban
Female,36,Junior college,Urban
Male,28,Bachelor's degree,Rural
Female,42,Graduate degree or above,Urban
Male,57,Below primary school,Rural
Female,39,Primary school,Urban
Male,23,Bachelor's degree,Urban
Female,19,High school (including technical school),Rural
Male,45,Graduate degree or above,Urban
Female,34,Bachelor's degree,Urban
Male,58,Middle school,Rural
Female,29,Bachelor's degree,Rural
Male,60,High school (including technical school),Urban
Female,42,Bachelor's degree,Urban
Male,31,Middle school,Rural
Female,25,Bachelor's degree,Urban
Male,37,High school (including technical school),Rural
Female,50,Middle school,Urban
Male,28,Graduate degree or above,Urban
Female,46,High school (including technical school),Rural
Male,53,Primary school,Rural
Female,21,Junior college,Urban
Male,65,High school (including technical school),Rural
Female,30,Graduate degree or above,Urban
Male,40,Bachelor's degree,Urban
Female,18,High school (including technical school),Rural
Male,25,Bachelor's degree,Urban
Female,30,Graduate degree or above,Urban
Male,45,High school (including technical school),Rural
Female,35,Junior college,Urban
Male,60,Middle school,Rural
Female,28,Bachelor's degree,Urban
Male,32,Graduate degree or above,Urban
Female,50,High school (including technical school),Rural
Male,40,Junior college,Urban
Female,22,Bachelor's degree,Urban
Male,55,Middle school,Rural
Female,29,Graduate degree or above,Urban
Male,38,High school (including technical school),Rural
Female,33,Junior college,Urban
Male,26,Bachelor's degree,Urban
Female,48,High school (including technical school),Rural
Male,31,Graduate degree or above,Urban
Female,37,Junior college,Urban
Male,43,Middle school,Rural
Female,27,Bachelor's degree,Urban
